arch	circuit	script_params	vtr_flow_elapsed_time	vtr_max_mem_stage	vtr_max_mem	error	odin_synth_time	max_odin_mem	parmys_synth_time	max_parmys_mem	abc_depth	abc_synth_time	abc_cec_time	abc_sec_time	max_abc_mem	ace_time	max_ace_mem	num_clb	num_io	num_memories	num_mult	vpr_status	vpr_revision	vpr_build_info	vpr_compiler	vpr_compiled	hostname	rundir	max_vpr_mem	num_primary_inputs	num_primary_outputs	num_pre_packed_nets	num_pre_packed_blocks	num_netlist_clocks	num_post_packed_nets	num_post_packed_blocks	device_width	device_height	device_grid_tiles	device_limiting_resources	device_name	pack_mem	pack_time	placed_wirelength_est	total_swap	accepted_swap	rejected_swap	aborted_swap	place_mem	place_time	place_quench_time	placed_CPD_est	placed_setup_TNS_est	placed_setup_WNS_est	placed_geomean_nonvirtual_intradomain_critical_path_delay_est	place_delay_matrix_lookup_time	place_quench_timing_analysis_time	place_quench_sta_time	place_total_timing_analysis_time	place_total_sta_time	min_chan_width	routed_wirelength	min_chan_width_route_success_iteration	logic_block_area_total	logic_block_area_used	min_chan_width_routing_area_total	min_chan_width_routing_area_per_tile	min_chan_width_route_time	min_chan_width_total_timing_analysis_time	min_chan_width_total_sta_time	crit_path_num_rr_graph_nodes	crit_path_num_rr_graph_edges	crit_path_collapsed_nodes	crit_path_routed_wirelength	crit_path_route_success_iteration	crit_path_total_nets_routed	crit_path_total_connections_routed	crit_path_total_heap_pushes	crit_path_total_heap_pops	critical_path_delay	geomean_nonvirtual_intradomain_critical_path_delay	setup_TNS	setup_WNS	hold_TNS	hold_WNS	crit_path_routing_area_total	crit_path_routing_area_per_tile	router_lookahead_computation_time	crit_path_route_time	crit_path_create_rr_graph_time	crit_path_create_intra_cluster_rr_graph_time	crit_path_tile_lookahead_computation_time	crit_path_router_lookahead_computation_time	crit_path_total_timing_analysis_time	crit_path_total_sta_time	
k6_frac_N10_mem32K_40nm.xml	alu4.blif	common_--pack_--place_--_place_algorithm_bounding_box_--RL_agent_placement_off	0.04	vpr	15.62 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	exited with return code 1	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	15996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_mem32K_40nm.xml	alu4.blif	common	4.58	vpr	72.26 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	107	14	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	73996	14	8	1187	1195	0	553	129	14	14	196	clb	auto	34.7 MiB	0.55	4503	10204	1527	8014	663	72.3 MiB	0.11	0.00	4.07994	-25.2983	-4.07994	nan	0.36	0.00100929	0.000801896	0.0469898	0.0404277	38	7113	22	9.20055e+06	5.76666e+06	467360.	2384.49	2.15	0.430121	0.365918	18292	93538	-1	6326	16	2235	10601	269838	49736	5.28617	nan	-31.5771	-5.28617	0	0	593353.	3027.31	0.15	0.11	0.05	-1	-1	0.15	0.0776249	0.0717449	
k6_frac_N10_mem32K_40nm.xml	alu4.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	4.57	vpr	72.27 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	107	14	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	74004	14	8	1187	1195	0	553	129	14	14	196	clb	auto	34.7 MiB	0.55	4503	10204	1527	8014	663	72.3 MiB	0.11	0.00	4.07994	-25.2983	-4.07994	nan	0.36	0.00101613	0.000806876	0.0466572	0.0400499	38	7113	22	9.20055e+06	5.76666e+06	467360.	2384.49	2.15	0.43136	0.366632	18292	93538	-1	6326	16	2235	10601	269838	49736	5.28617	nan	-31.5771	-5.28617	0	0	593353.	3027.31	0.15	0.11	0.05	-1	-1	0.15	0.0774858	0.0715657	
k6_frac_N10_mem32K_40nm.xml	diffeq1.blif	common_--pack_--place_--_place_algorithm_bounding_box_--RL_agent_placement_off	0.05	vpr	15.62 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	exited with return code 1	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	15996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_mem32K_40nm.xml	diffeq1.blif	common	9.69	vpr	67.30 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	162	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	68916	162	96	994	935	1	694	299	16	16	256	mult_36	auto	29.3 MiB	0.19	5116	86213	28315	50405	7493	67.3 MiB	0.28	0.00	20.0144	-1558.29	-20.0144	20.0144	0.49	0.00100332	0.000912595	0.0962009	0.0875924	56	12550	28	1.21132e+07	3.92018e+06	870502.	3400.40	7.04	0.509449	0.468517	26504	172068	-1	9733	18	3346	6424	1835860	538003	22.5261	22.5261	-1809.07	-22.5261	0	0	1.11200e+06	4343.75	0.26	0.28	0.10	-1	-1	0.26	0.0617648	0.0584523	
k6_frac_N10_mem32K_40nm.xml	diffeq1.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	9.75	vpr	67.30 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	162	0	5	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	68912	162	96	994	935	1	694	299	16	16	256	mult_36	auto	29.3 MiB	0.19	5116	86213	28315	50405	7493	67.3 MiB	0.28	0.00	20.0144	-1558.29	-20.0144	20.0144	0.49	0.00100561	0.000914729	0.0966217	0.0880411	56	12550	28	1.21132e+07	3.92018e+06	870502.	3400.40	7.09	0.51308	0.471862	26504	172068	-1	9733	18	3346	6424	1835860	538003	22.5261	22.5261	-1809.07	-22.5261	0	0	1.11200e+06	4343.75	0.26	0.28	0.10	-1	-1	0.26	0.0613422	0.0580555	
k6_frac_N10_mem32K_40nm.xml	ex4p.blif	common_--pack_--place_--_place_algorithm_bounding_box_--RL_agent_placement_off	0.04	vpr	15.62 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	exited with return code 1	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	15996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
k6_frac_N10_mem32K_40nm.xml	ex4p.blif	common	1.39	vpr	63.90 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	84	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	65436	84	28	357	385	0	184	136	8	8	64	clb	auto	25.7 MiB	0.14	808	8861	1552	6505	804	63.9 MiB	0.03	0.00	2.35213	-22.6928	-2.35213	nan	0.09	0.000262022	0.000222367	0.0105737	0.00931094	40	1340	19	2.23746e+06	1.29346e+06	131460.	2054.06	0.56	0.12754	0.110703	5390	24686	-1	1305	16	1005	3435	75600	20643	3.07867	nan	-29.1839	-3.07867	0	0	166062.	2594.71	0.04	0.03	0.02	-1	-1	0.04	0.0192991	0.0178979	
k6_frac_N10_mem32K_40nm.xml	ex4p.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	1.39	vpr	63.91 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	84	0	0	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	65440	84	28	357	385	0	184	136	8	8	64	clb	auto	25.7 MiB	0.14	808	8861	1552	6505	804	63.9 MiB	0.03	0.00	2.35213	-22.6928	-2.35213	nan	0.09	0.000262944	0.000223209	0.0106134	0.00934951	40	1340	19	2.23746e+06	1.29346e+06	131460.	2054.06	0.56	0.127537	0.110645	5390	24686	-1	1305	16	1005	3435	75600	20643	3.07867	nan	-29.1839	-3.07867	0	0	166062.	2594.71	0.04	0.03	0.02	-1	-1	0.04	0.0192898	0.0178636	
k6_frac_N10_mem32K_40nm.xml	sha.blif	common_--pack_--place_--_place_algorithm_bounding_box_--RL_agent_placement_off	0.05	vpr	15.62 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	exited with return code 1	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part3	15996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
