arch	circuit	script_params	vtr_flow_elapsed_time	vtr_max_mem_stage	vtr_max_mem	error	odin_synth_time	max_odin_mem	parmys_synth_time	max_parmys_mem	abc_depth	abc_synth_time	abc_cec_time	abc_sec_time	max_abc_mem	ace_time	max_ace_mem	num_clb	num_io	num_memories	num_mult	vpr_status	vpr_revision	vpr_build_info	vpr_compiler	vpr_compiled	hostname	rundir	max_vpr_mem	num_primary_inputs	num_primary_outputs	num_pre_packed_nets	num_pre_packed_blocks	num_netlist_clocks	num_post_packed_nets	num_post_packed_blocks	device_width	device_height	device_grid_tiles	device_limiting_resources	device_name	pack_mem	pack_time	placed_wirelength_est	total_swap	accepted_swap	rejected_swap	aborted_swap	place_mem	place_time	place_quench_time	placed_CPD_est	placed_setup_TNS_est	placed_setup_WNS_est	placed_geomean_nonvirtual_intradomain_critical_path_delay_est	place_delay_matrix_lookup_time	place_quench_timing_analysis_time	place_quench_sta_time	place_total_timing_analysis_time	place_total_sta_time	min_chan_width	routed_wirelength	min_chan_width_route_success_iteration	logic_block_area_total	logic_block_area_used	min_chan_width_routing_area_total	min_chan_width_routing_area_per_tile	min_chan_width_route_time	min_chan_width_total_timing_analysis_time	min_chan_width_total_sta_time	crit_path_num_rr_graph_nodes	crit_path_num_rr_graph_edges	crit_path_collapsed_nodes	crit_path_routed_wirelength	crit_path_route_success_iteration	crit_path_total_nets_routed	crit_path_total_connections_routed	crit_path_total_heap_pushes	crit_path_total_heap_pops	critical_path_delay	geomean_nonvirtual_intradomain_critical_path_delay	setup_TNS	setup_WNS	hold_TNS	hold_WNS	crit_path_routing_area_total	crit_path_routing_area_per_tile	router_lookahead_computation_time	crit_path_route_time	crit_path_create_rr_graph_time	crit_path_create_intra_cluster_rr_graph_time	crit_path_tile_lookahead_computation_time	crit_path_router_lookahead_computation_time	crit_path_total_timing_analysis_time	crit_path_total_sta_time	
k6_N10_40nm_1.xml	clma.blif	common	56.26	vpr	130.03 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	646	62	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	133148	62	82	6320	6402	1	3804	790	28	28	784	clb	auto	78.2 MiB	1.82	52855	278190	81389	187035	9766	115.1 MiB	3.07	0.04	7.748	-319.565	-7.748	7.748	1.75	0.00664041	0.00530738	0.590487	0.490319	78	74477	50	3.64324e+07	3.48156e+07	4.08425e+06	5209.50	41.81	4.59357	3.9143	81428	859794	-1	68648	24	28374	130230	5792256	752946	8.27279	8.27279	-366.009	-8.27279	0	0	5.14805e+06	6566.39	1.34	1.48	0.47	-1	-1	1.34	0.617747	0.553719	
k6_N10_40nm_1.xml	clma.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	56.27	vpr	130.07 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	646	62	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	133192	62	82	6320	6402	1	3804	790	28	28	784	clb	auto	78.2 MiB	1.82	52855	278190	81389	187035	9766	113.6 MiB	3.19	0.04	7.748	-319.565	-7.748	7.748	1.77	0.00760173	0.0063008	0.638878	0.542193	78	74477	50	3.64324e+07	3.48156e+07	4.08425e+06	5209.50	41.65	4.49724	3.80756	81428	859794	-1	68648	24	28374	130230	5792256	752946	8.27279	8.27279	-366.009	-8.27279	0	0	5.14805e+06	6566.39	1.34	1.47	0.47	-1	-1	1.34	0.613276	0.549703	
k6_N10_40nm_1.xml	elliptic.blif	common	14.20	vpr	78.87 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	131	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	80760	131	114	3386	3500	1	1280	471	18	18	324	clb	auto	41.9 MiB	0.65	13992	123148	35219	81847	6082	78.9 MiB	0.82	0.01	6.88796	-3446.13	-6.88796	6.88796	0.64	0.00267988	0.00223094	0.217373	0.18057	62	25293	35	1.37969e+07	1.218e+07	1.32550e+06	4091.04	9.25	1.64218	1.38164	29816	263480	-1	20952	22	8220	41664	1873673	252493	7.47681	7.47681	-3923.35	-7.47681	0	0	1.62910e+06	5028.10	0.41	0.45	0.14	-1	-1	0.41	0.218099	0.196401	
k6_N10_40nm_1.xml	elliptic.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	14.29	vpr	79.00 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	131	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	80892	131	114	3386	3500	1	1280	471	18	18	324	clb	auto	41.8 MiB	0.65	13992	123148	35219	81847	6082	79.0 MiB	0.84	0.01	6.88796	-3446.13	-6.88796	6.88796	0.64	0.00270116	0.00225417	0.220164	0.182984	62	25293	35	1.37969e+07	1.218e+07	1.32550e+06	4091.04	9.33	1.67741	1.4082	29816	263480	-1	20952	22	8220	41664	1873673	252493	7.47681	7.47681	-3923.35	-7.47681	0	0	1.62910e+06	5028.10	0.41	0.45	0.14	-1	-1	0.41	0.214879	0.193686	
k6_N10_40nm_1.xml	ex1010.blif	common	22.93	vpr	85.22 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	339	10	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	87264	10	10	3103	3113	0	1500	359	21	21	441	clb	auto	48.4 MiB	0.95	24533	70484	18659	49701	2124	85.2 MiB	0.86	0.01	6.05097	-56.8917	-6.05097	nan	0.92	0.00323976	0.00258887	0.222816	0.185545	74	38421	31	1.94557e+07	1.82701e+07	2.14512e+06	4864.22	16.10	1.87148	1.57105	44262	437351	-1	36563	23	12473	78376	4031900	476733	6.6714	nan	-62.5032	-6.6714	0	0	2.66600e+06	6045.36	0.65	0.77	0.23	-1	-1	0.65	0.265516	0.240473	
k6_N10_40nm_1.xml	ex1010.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	23.27	vpr	84.91 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	339	10	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	86948	10	10	3103	3113	0	1500	359	21	21	441	clb	auto	48.0 MiB	0.95	24533	70484	18659	49701	2124	84.9 MiB	0.87	0.01	6.05097	-56.8917	-6.05097	nan	0.92	0.00324046	0.0025886	0.223194	0.185715	74	38421	31	1.94557e+07	1.82701e+07	2.14512e+06	4864.22	16.42	1.82557	1.54026	44262	437351	-1	36563	23	12473	78376	4031900	476733	6.6714	nan	-62.5032	-6.6714	0	0	2.66600e+06	6045.36	0.66	0.78	0.24	-1	-1	0.66	0.265679	0.240784	
k6_N10_40nm_1.xml	frisc.blif	common	19.15	vpr	86.05 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	20	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	88116	20	116	3834	3950	1	1632	442	20	20	400	clb	auto	48.9 MiB	0.92	24394	124984	34708	82433	7843	86.1 MiB	1.22	0.02	7.83183	-3907.05	-7.83183	7.83183	0.83	0.00362595	0.00310257	0.308273	0.25644	80	40140	43	1.74617e+07	1.64916e+07	2.04130e+06	5103.26	12.39	2.00032	1.67468	41700	425684	-1	34197	21	11155	57581	2868303	378413	8.81077	8.81077	-4380.31	-8.81077	0	0	2.56833e+06	6420.82	0.64	0.60	0.23	-1	-1	0.64	0.261875	0.236182	
k6_N10_40nm_1.xml	frisc.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	18.61	vpr	86.06 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	20	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	88124	20	116	3834	3950	1	1632	442	20	20	400	clb	auto	48.9 MiB	0.92	24394	124984	34708	82433	7843	86.1 MiB	1.17	0.01	7.83183	-3907.05	-7.83183	7.83183	0.82	0.0030904	0.0026026	0.280411	0.231455	80	40140	43	1.74617e+07	1.64916e+07	2.04130e+06	5103.26	11.83	1.79814	1.50655	41700	425684	-1	34197	21	11155	57581	2868303	378413	8.81077	8.81077	-4380.31	-8.81077	0	0	2.56833e+06	6420.82	0.64	0.68	0.23	-1	-1	0.64	0.294528	0.262903	
k6_N10_40nm_1.xml	pdc.blif	common	23.53	vpr	90.89 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	385	16	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	93072	16	40	3645	3685	0	1856	441	22	22	484	clb	auto	54.4 MiB	1.02	25847	106155	29649	72494	4012	90.9 MiB	1.19	0.02	5.96536	-202.82	-5.96536	nan	1.02	0.00389147	0.0031031	0.287801	0.241122	66	38694	35	2.15576e+07	2.07492e+07	2.17038e+06	4484.25	15.83	2.27691	1.9192	46208	437816	-1	35647	23	14517	79559	3291558	438620	6.43431	nan	-225.29	-6.43431	0	0	2.67842e+06	5533.94	0.69	0.80	0.23	-1	-1	0.69	0.324914	0.294075	
k6_N10_40nm_1.xml	pdc.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	23.40	vpr	90.99 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	385	16	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	93176	16	40	3645	3685	0	1856	441	22	22	484	clb	auto	54.1 MiB	1.02	25847	106155	29649	72494	4012	91.0 MiB	1.19	0.02	5.96536	-202.82	-5.96536	nan	1.02	0.00388533	0.00307457	0.288204	0.241398	66	38694	35	2.15576e+07	2.07492e+07	2.17038e+06	4484.25	15.71	2.23984	1.89486	46208	437816	-1	35647	23	14517	79559	3291558	438620	6.43431	nan	-225.29	-6.43431	0	0	2.67842e+06	5533.94	0.69	0.80	0.23	-1	-1	0.69	0.324328	0.293827	
