arch	circuit	script_params	vtr_flow_elapsed_time	vtr_max_mem_stage	vtr_max_mem	error	odin_synth_time	max_odin_mem	parmys_synth_time	max_parmys_mem	abc_depth	abc_synth_time	abc_cec_time	abc_sec_time	max_abc_mem	ace_time	max_ace_mem	num_clb	num_io	num_memories	num_mult	vpr_status	vpr_revision	vpr_build_info	vpr_compiler	vpr_compiled	hostname	rundir	max_vpr_mem	num_primary_inputs	num_primary_outputs	num_pre_packed_nets	num_pre_packed_blocks	num_netlist_clocks	num_post_packed_nets	num_post_packed_blocks	device_width	device_height	device_grid_tiles	device_limiting_resources	device_name	pack_mem	pack_time	placed_wirelength_est	total_swap	accepted_swap	rejected_swap	aborted_swap	place_mem	place_time	place_quench_time	placed_CPD_est	placed_setup_TNS_est	placed_setup_WNS_est	placed_geomean_nonvirtual_intradomain_critical_path_delay_est	place_delay_matrix_lookup_time	place_quench_timing_analysis_time	place_quench_sta_time	place_total_timing_analysis_time	place_total_sta_time	min_chan_width	routed_wirelength	min_chan_width_route_success_iteration	logic_block_area_total	logic_block_area_used	min_chan_width_routing_area_total	min_chan_width_routing_area_per_tile	min_chan_width_route_time	min_chan_width_total_timing_analysis_time	min_chan_width_total_sta_time	crit_path_num_rr_graph_nodes	crit_path_num_rr_graph_edges	crit_path_collapsed_nodes	crit_path_routed_wirelength	crit_path_route_success_iteration	crit_path_total_nets_routed	crit_path_total_connections_routed	crit_path_total_heap_pushes	crit_path_total_heap_pops	critical_path_delay	geomean_nonvirtual_intradomain_critical_path_delay	setup_TNS	setup_WNS	hold_TNS	hold_WNS	crit_path_routing_area_total	crit_path_routing_area_per_tile	router_lookahead_computation_time	crit_path_route_time	crit_path_create_rr_graph_time	crit_path_create_intra_cluster_rr_graph_time	crit_path_tile_lookahead_computation_time	crit_path_router_lookahead_computation_time	crit_path_total_timing_analysis_time	crit_path_total_sta_time	
k6_N10_40nm_1.xml	clma.blif	common	90.49	vpr	146.81 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	646	62	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	150332	62	82	6320	6402	1	3804	790	28	28	784	clb	auto	78.2 MiB	1.83	52530	303740	94262	201070	8408	113.6 MiB	3.36	0.04	10.3585	-499.228	-10.3585	10.3585	1.72	0.00672183	0.00541535	0.636737	0.532739	70	59939	43	3.64324e+07	3.48156e+07	6.36788e+06	8122.30	75.69	5.0129	4.30459	170664	865252	-1	51914	25	28340	134742	7733288	1556979	10.4601	10.4601	-524.419	-10.4601	0	0	8.13172e+06	10372.1	0.90	1.93	0.55	-1	-1	0.90	0.628948	0.571666	
k6_N10_40nm_1.xml	clma.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	91.75	vpr	146.82 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	646	62	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	150340	62	82	6320	6402	1	3804	790	28	28	784	clb	auto	78.2 MiB	1.85	52530	303740	94262	201070	8408	113.6 MiB	3.41	0.04	10.3585	-499.228	-10.3585	10.3585	1.72	0.00681922	0.00552029	0.647069	0.541829	70	59939	43	3.64324e+07	3.48156e+07	6.36788e+06	8122.30	76.88	5.12444	4.39987	170664	865252	-1	51914	25	28340	134742	7733288	1556979	10.4601	10.4601	-524.419	-10.4601	0	0	8.13172e+06	10372.1	0.89	1.92	0.55	-1	-1	0.89	0.623556	0.566821	
k6_N10_40nm_1.xml	elliptic.blif	common	20.93	vpr	78.86 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	131	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	80756	131	114	3386	3500	1	1280	471	18	18	324	clb	auto	41.6 MiB	0.66	14001	134134	39174	88717	6243	78.9 MiB	0.93	0.01	8.33094	-4495.13	-8.33094	8.33094	0.60	0.00299427	0.00239452	0.251423	0.207251	48	19554	49	1.37969e+07	1.218e+07	1.69697e+06	5237.55	15.61	1.49903	1.26549	50624	228996	-1	15994	34	9381	47354	3374771	697654	10.8268	10.8268	-5853.08	-10.8268	0	0	2.18226e+06	6735.36	0.41	0.76	0.13	-1	-1	0.41	0.290123	0.258398	
k6_N10_40nm_1.xml	elliptic.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	21.12	vpr	78.97 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	226	131	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	80864	131	114	3386	3500	1	1280	471	18	18	324	clb	auto	41.6 MiB	0.66	14001	134134	39174	88717	6243	79.0 MiB	0.99	0.01	8.33094	-4495.13	-8.33094	8.33094	0.62	0.00343049	0.00282103	0.280994	0.23673	48	19554	49	1.37969e+07	1.218e+07	1.69697e+06	5237.55	15.69	1.56192	1.32606	50624	228996	-1	15994	34	9381	47354	3374771	697654	10.8268	10.8268	-5853.08	-10.8268	0	0	2.18226e+06	6735.36	0.41	0.75	0.13	-1	-1	0.41	0.284685	0.253927	
k6_N10_40nm_1.xml	ex1010.blif	common	40.22	vpr	85.70 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	339	10	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	87760	10	10	3103	3113	0	1500	359	21	21	441	clb	auto	48.1 MiB	0.96	24536	88334	26640	59102	2592	84.9 MiB	1.06	0.01	8.81048	-84.0269	-8.81048	nan	0.86	0.00319952	0.00259179	0.264621	0.221708	62	33036	36	1.94557e+07	1.82701e+07	3.05638e+06	6930.57	33.07	2.0852	1.76624	83942	407675	-1	28304	27	13285	86581	6415894	1105893	9.46759	nan	-88.823	-9.46759	0	0	3.83842e+06	8703.89	0.41	1.16	0.25	-1	-1	0.41	0.299315	0.268964	
k6_N10_40nm_1.xml	ex1010.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	40.35	vpr	85.88 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	339	10	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	87944	10	10	3103	3113	0	1500	359	21	21	441	clb	auto	48.4 MiB	0.97	24536	88334	26640	59102	2592	85.1 MiB	1.10	0.01	8.81048	-84.0269	-8.81048	nan	0.86	0.0035227	0.00287239	0.273518	0.229643	62	33036	36	1.94557e+07	1.82701e+07	3.05638e+06	6930.57	33.15	2.12806	1.80197	83942	407675	-1	28304	27	13285	86581	6415894	1105893	9.46759	nan	-88.823	-9.46759	0	0	3.83842e+06	8703.89	0.41	1.16	0.25	-1	-1	0.41	0.299846	0.26981	
k6_N10_40nm_1.xml	frisc.blif	common	35.67	vpr	86.05 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	20	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	88112	20	116	3834	3950	1	1632	442	20	20	400	clb	auto	48.7 MiB	0.92	24171	119935	33284	79564	7087	86.0 MiB	1.18	0.02	8.54082	-4611.67	-8.54082	8.54082	0.77	0.00349397	0.00280242	0.289133	0.237978	66	32554	41	1.74617e+07	1.64916e+07	2.93758e+06	7343.95	28.45	1.84648	1.55425	79776	394136	-1	27057	26	13050	67302	5718133	1428465	10.1347	10.1347	-5103.68	-10.1347	0	0	3.70411e+06	9260.26	0.72	1.05	0.24	-1	-1	0.72	0.300745	0.27034	
k6_N10_40nm_1.xml	frisc.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	36.03	vpr	86.07 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	20	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	88136	20	116	3834	3950	1	1632	442	20	20	400	clb	auto	48.7 MiB	0.92	24171	119935	33284	79564	7087	86.1 MiB	1.18	0.02	8.54082	-4611.67	-8.54082	8.54082	0.77	0.00368247	0.00297474	0.293309	0.241845	66	32554	41	1.74617e+07	1.64916e+07	2.93758e+06	7343.95	28.75	1.89329	1.59411	79776	394136	-1	27057	26	13050	67302	5718133	1428465	10.1347	10.1347	-5103.68	-10.1347	0	0	3.70411e+06	9260.26	0.72	1.07	0.24	-1	-1	0.72	0.30743	0.275475	
k6_N10_40nm_1.xml	pdc.blif	common	34.31	vpr	95.61 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	385	16	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	97908	16	40	3645	3685	0	1856	441	22	22	484	clb	auto	54.0 MiB	1.04	26548	116223	34156	77838	4229	90.6 MiB	1.31	0.02	8.48151	-285.381	-8.48151	nan	0.96	0.0040217	0.00326431	0.32328	0.270785	62	32043	40	2.15576e+07	2.07492e+07	3.38036e+06	6984.22	26.43	2.77429	2.36106	92640	450960	-1	27947	23	14876	86220	4687211	910910	8.73567	nan	-296.915	-8.73567	0	0	4.24542e+06	8771.53	0.46	1.07	0.28	-1	-1	0.46	0.339795	0.306004	
k6_N10_40nm_1.xml	pdc.blif	common_--reorder_rr_graph_nodes_algorithm_random_shuffle	33.44	vpr	95.61 MiB		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	385	16	-1	-1	success	v8.0.0-9695-g109c5adcc	release IPO VTR_ASSERT_LEVEL=2	GNU 11.2.0 on Linux-4.18.0-348.el8.0.2.x86_64 x86_64	2024-02-23T09:38:13	c010.sol.rc.asu.edu	/home/sfberrio/repos/lab1/lab3/src/part2	97904	16	40	3645	3685	0	1856	441	22	22	484	clb	auto	53.7 MiB	1.04	26548	116223	34156	77838	4229	90.7 MiB	1.32	0.02	8.48151	-285.381	-8.48151	nan	0.96	0.00408908	0.00328845	0.32665	0.273592	62	32043	40	2.15576e+07	2.07492e+07	3.38036e+06	6984.22	25.49	2.60531	2.20452	92640	450960	-1	27947	23	14876	86220	4687211	910910	8.73567	nan	-296.915	-8.73567	0	0	4.24542e+06	8771.53	0.46	1.09	0.28	-1	-1	0.46	0.347238	0.313223	
